,text,label
277,ek bar phir 90s ki tarah fauj ke hath khol ke dekho India kya duniya se terrorism khatam kar degi #indianarmy.,0
278,ayesha aur muhammad ka rape hi kaladhan hai,0
279,magar ye media walay to jaan boojh ker paise ke liye sab karrahe hain.,0
280,Karachi k baad Lahore mei bhi Rangers operation hona chahyay.,0
281,Logic: Taa k lahore b political terrorism sy nijat paaye.,0
283,haan ! Congress ke rajya mein hota hi kya tha ..sirf ghotale scam rape mehangayi ..,0
284,@BeingSalmanKhan Mujhe bilkul bhi pasand nahi k sm fans of urs uss stupid ko Bhabhi kahen khoon jalta hai mera .,0
285,Jab rape ho rahe hote hai tab nhi aate yai nautanki karne.. Tilak lagake.. Mera bharat mahan  .. http://fb.me/1XkyGSXGE ,0
288,Bejoy bose ka murder thodi na kiya tha,0
289,... Tum log bhi acha kro ... yahan Terrorism krwane jin RAW walon ko bhjte ho tum log woh pakre jate hain,0
290,"Kabhi nafrat to kabhi dilo ka mail hai,",0
291,Be dosti hi yaha “NOT FOR SALE” hai. pic.twitter.com/kcgcEOSw6b,0
292,"In Hindi there is song 4 Pak establishment, ""Tayyab Ali Pyaar ka Dushman hai hai hai.... Pak love to hate.",0
294,Aur Trust Kabhi na kabhi aiSe waise tut jata h,0
295,Isi wale muhammad aur allah ki ayesha ka rape kr rhe ...ayesha bachao bacho kr rhi,0
296,"1 @Mufti_Yasir AAP IS BHAGODE @TarekFatah ko MUAAF KARDEN, ISME MARDON KA KHOON NAHI HAI. JO DEBATE KARE.",0
297,JO DEBATE KARE.,0
298,MR.MUKESH AMBANEE MADARCHAOD TERRE BETEE NISHA USHKEE GAAND KISEE AUR SE MARAYEE AIR BAOLEE MAI RAPE,0
299,TEREE POLICE KI MSS CHAODOON,0
300,# Hakumat Khud Dahshatgard hai Agents ko Pala hua hai Lootmaar Crime Murder se Maal Banarahe hain,0
301,One Faadu Question...,0
302,Ye Nafrat bhara programme band karo Ye Islam ko badnam karne ki kodhish hay,0
303,Bewakoof banakar khaayi me fek dete hai ...Use gaali dete hai ...use judge karte hai ..use hate karte hai toh woh bacha bohat sadme me din,0
304,waise hi ho ga jaisa har rapist aap ki party se hota hai aur aap phir bhi rape party ko support karti hai.,0
306,Kya bat karte ho sir?,0
307,tum aaj ptaa chaala hai main smart hu?,0
308,"I don't hate , let them love apna kya jaata hai?",0
309,INKE PAS LICENSE HAI KHOON KHARABA KARNE KA,0
310,I love you kahne par bhi or i hate you kahne par bhi bura maan jate haiv,0
312,kabhi kabhi logon ki nafrat hi insan ki strength ka reason hota ha,0
313,Bhagwa atankiyon ne bhi rape kiye hain...,0
315,"Zee news pe Fatah ka Fatwa ban hona chahiye, ye yahan Hindu aur Musalamanon men Nafrat faila Raha hai.",0
316,frustration & hatred bhai bhai,0
317,"@Rasheed14741988 Aur to baar baar Indian agency par lapet raha hai, Islamic terrorism koi Indian ka phenomena to nahi",0
318,aby randi ke bachy Rape ke kaam india main hote hain ... rapistan india ko bolte hain,0
319,"Sir hukmaranon ko to kya kehna, Army ko bhee ab recharge k liey khoon chahiye ZIADA, AUR ZIADA",0
320,16  Dec 2014 (Nirbhaya Rape Case) ke Baad se Aaj se Delhi Mahilaao ke liye kitni Surakshit Hui hai ?,0
321,ye dekho Prashant ko terror ka religion para chal Gaya. Sharam Karo.,0
322,"1@Mufti_Yasir AAP IS BHAGODE @TarekFatah ko MUAAF KARDEN, ISME MARDON KA KHOON NAHI HAI. JO DEBATE KARE.",0
323,Dil to chahta ha Hitler ki tarha tamam HODs ko sammandar main lajakar kashti bumb maar da army,0
324,Aaj ek question Z News pr pucha Gaya... 16 Dec 2014 (Nirbhaya Rape Case) ke Baad se Aaj se Delhi Mahilaao ke liye kitni Surakshit Hui hai ?,0
325,aap hi ja k supreme court k judges ka kaam kar leejiye na. kabhi to bhai samjhdaari ki baat kr liya kro sir ji!!,0
326,"Aaj he DNA me dikhaa raha tha ke aap ne dilli ke Gaand maar Rakhi hai, daily rape ho rahe hai.",0
327,1.Agar terrorism ka end chty hain to apny ass pas k garebon ka khyal rakha krain kyon k go b khud ko bomb se urata hai woh gareb hi hota hai,0
328,Abe ganje @ShekharGupta tu batting karta rah @yadavakhilesh ka because of hate @narendramodi 11th march. @tavleen_singhhttps://twitter.com/shekhargupta/status/831343862664695809 …,0
329,mohabbat ky pardy mai karty ho nafrat.,0
330,BACCHE KABHI KABHI RAPE KARLETE HAI BECHARE  https://plus.google.com/111437510627639906525/posts/NDq4qdYmJiR?_utm_source=199-1-1 …,0
331,I hate girls bolne Vale londe vohi hote hai Jo sale YouTube par jaakr how to impress girls jaisi bakchod videos dekhte hai.,0
332,"ha ha education? salo tumne education ke naam par orto ko nanga kar rakha he, or rape badhte ja rahe, sirf or sirf isliye",0
333,"ek gang ke crime se terrorism prove nahi hota, agar hota to UN ne ban lagaya hota.",0
334,"waise to shia sunni apas me ladate rahate hain iraq iran me, lekin wah terrorism nahi kaha gaya.",0
335,"aur us ek gang ke upar bhee ilzam hai, ilzam politically motivated ho saka hai.islamic terrorism worldwide hai",0
336,akhilesh se rape ka sawal pochne pe apko bahut bura lag raha hai jaise UP crime free hai aur log yu hi sawal kar rahe hain,0
337,"Islamic terrorism puri duia me ek bada problem hai, aur sab jagah muslims utpat macha rahe hain",0
338,"lekin ek gang aur kuch logon ke hone se koi hindu terrorism prove nahi hota,",0
339,"Choti si pradesh gujurat me satadhari party ke sevak lok jab aurato ko rape karte he, black mail kar rahe he to kanun bebadta thika he https://twitter.com/AjayKushwaha_/status/831482730428919810 …",0
340,reject karna tha to seedha bol deti.. Murder karwane ki kya jarurat thi  @_GlossyLipss,0
341,Islamic terrorism ek worldwide phenomena hai aur labbhag har desh ke muslims isame shamil hain,0
342,Rakesh ji apne aakaon ko samjhao WO apne knowledge ko desh ki unity & progress ke liye use Karen kab take minority se nafrat karoge,0
343,"ek kisi gang ke hone se terrorism ka hona sidh nahi hota, unlogon ka koi terrorist network nahi.",0
344,@15lakh100days Abe dhakan Islam sirf 1400 saal purana hai/tum Sab ko rape karke/marke conversion karke mulla banaya @SandipRnc https://twitter.com/15lakh100days/status/831525420562579456 …,0
345,Aur islamic terrorism worldwide phenomena hai tu ATS ke peeche laga hai jaise ATS hee sab kuch hai?,0
346,terrorism ka koi dharm nehi hota aur tere hai sasti rand k bachcho ka koi name nehi hota..,0
347,"tuk to gaya na, jo ruk gaya to woh terrorism kaise hua/ aur jo ruk gaya usako tu ghont kyon raha hai.",0
348,Baleegh ur Rehman ka rape chal raha hai Hamir Mir k show mai.,0
349,"11 logon se terrorism nahi hoti, you dumb, haan ek gang ban skata hai,",0
350,to karekarey sahab ka naam kyoun na lun jis ne hindu terrorism ka parda faash kiya,0
351,"haan hum to bhakt hai terrorist thode hain tumhari taraha, terrorism to tumhari khoon me hai.",0
352,"Islamic terrorism ka to roj pardafash hota hai to rukana chahiye tha,",0
353,mere jism ka khoon ka akhiro qatra quraban ho rasool pe aur tumhara pura body ganga nadi pe hahaha,0
354,UP ke Law n Order Ki To le ke rakhi hai,0
355,Gundagardi murder rape... http://fb.me/2X1unmAUp ,0
356,aaye din terrorists attack ho rahe hain wahan se Islamic terrorism ka pata hota hai mere kahane se nahi.,0
357,hadd toh tab hogayi jab uski frnd ne bola ki annika ka murder kyu nahi hojata hadi wadi bolte the usse,0
358,Tumhare certificate ki zaroorat nahi,0
360,kyonkti tu woh bola raha hai jo hai nahi. Muslims terrorism worldwide hai aur tu thop raha hai dusaron par,0
361,mujhe v Mann karta hai murder kar du,0
362,Islamic terrorism puri dunia me hai aur hazaron lakhon Mulsims isame involved hain kewal kuch group nahi,0
363,"ek do ghatna se terrorism ka hona proof nahi hota, terrorism ek continuous phenomenoa hai aur organized",0
364,"aaj ke din me islamic terrorism ke alava koi aur terrorism nahi hai, agar hai to tu bata sakta hai kidhara hai?",0
365,MADARSON KO TERRORISM SE JORHNE WALA KHUD TERRORIST HAI.,0
366,Tamam indians chaahte hen k.hum piyaar muhabbat se rahen.. or tum nafrat ke beej bo rahe ho... shame on u @TarekFatah,0
367,Woh suna hai tumhare faujion ko unke senior rape karte hain?,0
368,Niazi HaramKhor Pakistan ko Terrorism mai dhkail raha hai,0
369,"#BanFatahkFatwa, is dor ka sab se begerat chainal zee news hai jis ne tarikh fatha ko bula kr nafrat phela rha hai#BanFatahKaFatwa",0
370,Is @TarekFatah ko hamare sanvidhan aur desh ki fikr hoti to aaj ye ZeeNews pe beth ke nafrat ka bazaar na faila raha hota #BanFatahKaFatwa,0
371,Wait karte raho sir ek din Hate Story bhi aayegi,0
372,Hamare yaha Red balloons bechne walay jail pohanch jatay hain lekn khoon bahanay walay sarko par ghoomtay hain.,0
373,Ye love hai to kya hum hate hain :(,0
374,Bc terrorism ko kis se compare kr rha h :/,0
376,Tumere Did may hate laggakor deko Garv zoorur milaga,0
377,Tweetr pe murder ki planning padh li to ghar aake utha lenge muje,0
378,tumhara program sirf nafrat phailata hai#banfatahkafatwa,0
379,@TarekFatah hate monger hy apni hate speech ki wajeh se arrest bhi ho chuka hy @Support #suspendtarekfatahacc @SushmaSwaraj #BanFatahKaFatwa,0
381,Nafrat phailane wala ye propaganda band hona chahiye.,0
382,"Ab itni bhi kya nafrat hai yaar, when is this trend going to stop convicted hogayi bas qissa khatm kro #closethechapter #SasikalaConvicted",0
383,Twitter par hum bhi 5-6 Saal se hai kyun suspend nahi huwe? Hatred aur fake videos or news post karoge to suspend to honge hi,0
384,"njab hindu terrorism ki khabar aaye to ankh awr kaan band kar lena, jayse 11 bharat mata k log pakistan mata ki",0
385,jin ka eman bik chuka ho un ko blasts se kya faraq parta hai in ko sb pata hota hai lekin phr b khamosh,0
386,6 saal ki bachi ka rape kar k naalay me phenk dete hain log us pr Emaan nahi jaagta but okay valentines day is... http://fb.me/8tVhW8Fmq ,0
387,tarik fateh .....agar aap sahi job karte to hindu muslim ke same same tweet hote...tweet hi se lagta hai ke aap nafrat phela rahe ho,0
388,innovation unake khoon kae katrae katrae mein hain .,0
389,hone do bhai suspend dono side se. Kachra khtm hoga. Bht hi jyada hate spread kr rkhi in chutiyon se logo k bech,0
390,"Sahi Kaha Rohit Bemula,Akhlakh Dadri, Nirbhaya rape victim 10k inam, JNU support to afajal premi ye sabhi pap ki nadi par ki",0
391,Valentine day mananay aur terrorism karne wali 2 intahaie hein aur en dono mein Itidal acha,0
392,A beghairat. Jiski waja se hum singles ka khoon khoulta hai. https://twitter.com/MuzamilSheikhh/status/831089265329176576 …,0
393,aur jo muslim rulers ne hinhus ki hatya hindu ladies se rape kiye the uska hisab tere baap dega ......,0
394,Agar terrorism khatam karna chahte ho to Nawaz zardari Iltaf Asfandiyar ko khatam karna hoga pir mulk ka nizam teak ho jaega,0
395,"wahi to sir ji, kanoon to andha hota hae, ho sakta hae MLA ne murder karwaya ho aur ho sakta hae k MLA ko phasane k liye kisi ne.",0
396,Samajwadi party ka naam badlkr sharmindgi wali party rkh deni chahiye jahn aye din roj ldkiyo se rape hoti h.,0
397,ye to galat ho gya kisi ek taraf reho ni to bajrangdal wale tumhare hath se inka murder na kerwa de,0
398,Ab yeh toh khoon karne se pehle sochna chahiye tha na? Earth shakes when a big tree falls bhi bol dala.,0
399,Nahi lekin pyare miyan ko insaf mill jaye ga uss ki ammi ke rape aur uss ke natije maen pyare miyan ki paidaish ka.,0
400,beharhaal phansi ho usi tarha jis tarha usne zainab ko strangulate kiya hai voh saza bhi kam hai bohat kam...bohat kam,0
401,Pyar Nasha Hai Video Song HATE STORY 4 Neha Kakkar Tony Kakkar Karan Wahi: http://youtu.be/jTJeSEEsW7g?a  via @YouTube,0
402,Mohabbat Nasha Hai Video Song HATE STORY 4 Neha Kakkar Tony Kakkar Karan Wahi T Series: http://youtu.be/yqxBuMfQQ48?a  via @YouTube,0
403,han tu V hoja fir mai uske saath tera bhi murder karne aungi.,0
404,Bhai tumahare yaha bhi to rape hote hai abhi #Zainab ka rape hua tha puri duniya ne dekha tha ki pakistan women's ke liye kitna safe hai,0
405,"Masoom Zainab k sath rape or murder case ka mawazina Shahrukh Jatoi k case sy heran kun hy, buhat bari debate hosakti hy",0
407,"Sale MC mere desh ka PM MODI imandar hai ye hum sab jante hain,, Baki Modi kya hai usse huko koi matlab nahi. Desh me Kai aise Kejriwal honge Jo murder kiye honge toh Tujhe hum murderer samjhe kya haram ke pille",0
408,This shows tolerance limit of Gujju .. Gujjuo ko badnaam din raat karta hai or Abhi tak ya zinda kaisa hai .. Kamaal ka thanda khoon hai gujjus ka https://twitter.com/sanjivbhatt/status/965166605541011456 …,0
409,Woow woow woow aj say almost 3500 years pehly 1 jadugarni ki tajposhi howe Thi isbeal nam ki us k b kartot kalay thay same like baji mariyam aur us aurat ko usi ki public mai say kisi nay murder her https://twitter.com/hinaparvezbutt/status/965155801814925312 …,0
410,Aapne sirf inke liye twitter khol rakha hai na bas ..sirf inko nahi bhoolte aap kabhi bhi ..aap bhi mujh jaise se hate kerte ho ..love them and love to block me ..aapko bhi sirf inki hi baate achchi lagti hai,0
411,Agr aap Sab Shilpa ko Hate krte ho and Uske against tweet krte toh means aap sirf Shilpa Hater ho,0
412,Agr aap sab Hina ke fans ho toh pls sirf aur sirf @eyehinakhan ke baare mein hi tweets kro,0
413,KYa timepass kar rahi hai....sadak pe kisi se bhi poochoge to bolega hi ki rape roko...is this a selfie campaign,0
414,Ja be tujhse baat hi kaun kr rha h I just hate tera ro sir aur baki mujhe kisise problem nhi h tu mujhe hate kr ya na kr main tujhe hate nhi karungi kyunki main sirf uss chashme wale Tom cruise ki hater hoon aur kisiki nhi aur uska reason wo tweet tha jo usne luv k liye kia tha !,0
415,Woh bhi Bhaag k arhay jinhein janti bhi nhi lol,0
416,"Who does Katiyar think he is ?Rahat Indore ji rightly said....Kirayedar hain kisi ka zayati makaan thodi hai....sabhi ka khoon hai shamil is mitti mein....Hindu,Muslim,Sikh,Isaayi.....Hindustan kisi ke baap ka thodi hai....",0
417,RAMJI ne ayodhya pahle bhi vanwaas le liya that bjp RSS ko Kyu aag laga Kar wahi mandir ke name par khoon bahana hai,0
419,Farooq bhai.jitne bi beiman log hai..er.rashid jaise un sabko yahan pe tag karo.unke ankhe kholo.cant believe.hizbul ne hurriyat ka rape kia,0
421,"Had those shorts, hate them because zoyanyuka! Ungazibhaqa uhamba ze",0
422,Hagney gayi hogi! Kisi ney rape tu nahi kardiya ?,0
425,Aunty lecture bad ma pehlay jisko chamba house ma rape k bad qatal kara uska kon hisab daiga?Ayesha ahad ko kon insaf dilaiga?hai koi jawab?,0
428,Main taan kuch boliya nahin Tusi odo kee kardey jado gurmeher kaur nu rape diya dhamkiya ditiya tuhadey kuttey ABvP tey RSS dey kuttey ney,0
429,Maine kab hate kiya. Rona band kro https://twitter.com/ziyahassan/status/893423550094336000 …,0
430,Bhai Jada apekha mat karo ye log India ke liye Jada kuch karte nahi agar karte to Pakistan Ko aid ke Nam par terrorism ke liye paisa na dete,0
431,Inki party ki auraton ka to rape kiya jata hai!,0
432,Kya Qusoor Hai Amala Ka After Evan-Viraj-Suveer Sunny to rape Amala https://goo.gl/fb/2FxB4U  #StarPlus #Colors,0
433,Idk!! Pata nhi kyun hate kiye jaa rahe hain!!,0
434,"Kya Qusoor Hai Amala Ka: After Evan-Viraj-Suveer, Sunny to rape Amala",0
435,Are wo hamesha bolti bolne do crow he caaaw caaaw nhi karegi to fotaage kaise Melega Abhi Arya hate romance enjoy karo,0
436,aik insaan 4 shadiyaan ke hain  ab yeah kisse kay rape karnay apna gussa share nahin kersakta hai kiyoon usnay khud 4 shaadiyan ke hain .,0
437,usss mai yai likha tha k Rabia Anum ka rape bhi Imran Khan nai kiya. https://twitter.com/RabiaAnumm/status/893156437295329281 …,0
439,"tumne harneet mam ka IV nahi pada wahi bola tha, jab IPKKND band horaha tha tab harneet mam ne hate mail kiya tha gul mam ko",0
440,ke time gulmam ko hate mail kiya tha na? aap karo tho sahi hum karke tho galat,0
446,Socho tableeli ki kb tak hum bhutto k name pe muhtrma k name pe vote dete rahe gaiy aor ye choor loog hmare khoon passinay ki kamai khate ha,0
447,Tum hate kaise kr liye...,0
449,Tere jaise chutyo ki wajah se srk ko hate krte sab .badha le hater .,0
450,Koi kuchh kare ham nahi maante e v M kuchh lochcha hai yadi e vm hate nahi to desh jal jaayega,0
451,Mere marnay ki ya hate deni ki?,0
452,Agr watan se har kism ka jurm/terrorism khatm krna hai or taraki dilani hai to watan se sare be-eman lutere siyasatdano ka khatma zaruri hai,0
453,Bhai ye log ye nara apni bahano ka rape karne me istemal karte h bas,0
455,Lodu sale terrorism Kya hota h Pakistan sari duniys ki dikha rha h. Band kar bhopadi ke. Saeed ke pille,0
456,kon rape aur aurton ko bech raha hai,0
457,I hate them  jeon seokjin  https://twitter.com/foreheadjeon/status/893114179560902657 …,0
459,Chavhanke toh roz rajnath se milta hai..nahi milega fir rape case reopen  Ho jayega,0
461,Ye wo ladkiyan hai jo badi asani se rape case laga deti hai,0
462,"Bhai tum apna sambhal lo, hum apne ka ker lete hain kuj. 2017 maen kitnay rape hoye mumbai maen??",0
463,Kat ke badh Anu hogi tere hate list main  https://twitter.com/variaholic/status/893177844464984064 …,0
464,"Barabar ho raha he actress ke sath, rape bhi hona chahiye actress ke satha sale bibhats sinc dete samay sochna chahiye",0
465,Hahah i hate this yaar. Garlic ki tou smell hi nahi jati hai,0
466,pti walayuchal rahay hain aik tweet pr...r dusri taraf noon walay apni party membr ka rape kar k mar dethay hain aur koee poochtha nahi..,0
467,India pak ka hamesha rape karta hai,0
468,#CongressFor2019  Sukanya KA fir rape hoga...woh to hote he rahte hain pic.twitter.com/aGng39a6yF,0
469,iska bhaiya rape kar ke bhag gaya hai.. isko kuch mila nahi isliye kafa hai,0
470,Is it okay to hate someone who is dead?,0
472,Usne toh sirf party Badli.... tere Khandaan ne toh wahi dharm apnaya jis dharm ke sainiko tere khandaan ka murder aur rape kiya ....,0
473,Guest house me rape ho kr qatal Hui hn,0
475,@sureshkumar8873 hate ko ghas Khe la ne gay a hai,0
477,"Banda ek baar soch le ki chal khud ko Indian man lun, lekin yaar yeh lynching, rape, gau mutr, is sab ka bhoja kaun uthayega",0
478,Jis tarha quaid-e-azam par 1 larrki nay jhota rape ka case banaya tha train main..aj ausi darmay ko colourful adakaron pe shoot keya gaya.,0
480,Madhav ji ..pak.kis tarah ki bhasha samajta hai aap to acchi tarah se jante hain..jab tak pak rahega cross boarder terrorism khatm nhi hoga.,0
481,Abbi abhi khabar aye hai bada inkishaf hua hai ke Imran Khan ke khilaf jhuta propaganda krne pr twitter ne hamid mir ka rape kr diya .,0
482,Iska  @iamsrk gang rape ho gaya,0
483,Ab raat ho gayi hai ghar sai bahar mat ana warna rape ho jai gi chal bhag bhosdiki,0
484,Kia wo rape sy barh kr Hai,0
489,pehlay tu yeh bata teri bhai ne teri bhen ka rape kiya tu usme se to nahi?salay chutiya log kaunsa zamanay mein rehtay hain. kali gand.,0
490,Padho tumhari terrorism padhyi. Ham to desh bhakt hi thik hai,0
491,Tu jakar apni bakriyon ki our gadho ki our apni panchayto ko rok jo jo ek kadki ka rape karwatebhai pure gaav ke saamne,0
492,#Beyhadh Arya fan par Arjun Kyu hate list me aate ja rhe ho.Maya k liye socha ki usko kaisa laga hoga bachpan me baap ab tum sab dhoke baaz,0
